               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.034963,            0.023238,           0.0027494,             0.75778,             0.65988,             0.67881,             0.40758,            0.050783,            0.014495,           0.0087631,            0.004786,            0.004786,            0.004786
                 160,            0.037043,            0.020934,           0.0037827,             0.75778,             0.65988,             0.67881,             0.40758,            0.050783,            0.014495,           0.0087631,            0.004753,            0.004753,            0.004753
                 161,            0.034898,            0.023384,           0.0026977,             0.86927,             0.49375,              0.5121,              0.2633,            0.065105,            0.013266,            0.008392,             0.00472,             0.00472,             0.00472
                 162,             0.03916,            0.023447,           0.0091095,             0.86927,             0.49375,              0.5121,              0.2633,            0.065105,            0.013266,            0.008392,            0.004687,            0.004687,            0.004687
                 163,            0.035363,            0.024123,           0.0088506,             0.73601,             0.66667,             0.68435,             0.48962,              0.0477,            0.014872,           0.0080919,            0.004654,            0.004654,            0.004654
                 164,             0.03134,             0.01798,           0.0023631,             0.73601,             0.66667,             0.68435,             0.48962,              0.0477,            0.014872,           0.0080919,            0.004621,            0.004621,            0.004621
                 165,            0.035327,             0.01943,           0.0019972,             0.72283,             0.66667,             0.68683,             0.32611,            0.060347,            0.013549,           0.0080972,            0.004588,            0.004588,            0.004588
                 166,            0.033643,            0.021206,            0.024426,             0.72283,             0.66667,             0.68683,             0.32611,            0.060347,            0.013549,           0.0080972,            0.004555,            0.004555,            0.004555
                 167,             0.03666,            0.021413,            0.002864,             0.94785,             0.83333,             0.84833,             0.49406,            0.042588,            0.015259,           0.0080551,            0.004522,            0.004522,            0.004522
                 168,            0.038402,            0.017693,           0.0020736,             0.94785,             0.83333,             0.84833,             0.49406,            0.042588,            0.015259,           0.0080551,            0.004489,            0.004489,            0.004489
                 169,            0.032284,            0.023897,           0.0022422,             0.91205,             0.82298,             0.84833,             0.40787,            0.046637,            0.014692,           0.0080595,            0.004456,            0.004456,            0.004456
                 170,            0.038561,            0.026272,            0.012285,             0.91205,             0.82298,             0.84833,             0.40787,            0.046637,            0.014692,           0.0080595,            0.004423,            0.004423,            0.004423
                 171,            0.032115,            0.019436,           0.0019062,             0.93138,             0.82748,             0.84768,             0.47642,            0.046475,            0.014568,           0.0074313,             0.00439,             0.00439,             0.00439
                 172,            0.032745,            0.021425,           0.0034707,             0.93138,             0.82748,             0.84768,             0.47642,            0.046475,            0.014568,           0.0074313,            0.004357,            0.004357,            0.004357
                 173,            0.034072,            0.021811,           0.0020595,             0.91675,              0.8286,               0.885,             0.52717,            0.037311,            0.015461,           0.0072072,            0.004324,            0.004324,            0.004324
                 174,            0.034211,            0.024954,            0.013309,             0.91675,              0.8286,               0.885,             0.52717,            0.037311,            0.015461,           0.0072072,            0.004291,            0.004291,            0.004291
                 175,            0.030854,            0.016741,           0.0020418,             0.93481,              0.8319,               0.929,             0.49848,            0.040589,            0.015013,           0.0063773,            0.004258,            0.004258,            0.004258
                 176,            0.035204,             0.01729,            0.001592,             0.93481,              0.8319,               0.929,             0.49848,            0.040589,            0.015013,           0.0063773,            0.004225,            0.004225,            0.004225
                 177,            0.032053,            0.031614,           0.0093631,             0.92689,             0.82491,               0.929,             0.60542,            0.034028,            0.015235,           0.0070064,            0.004192,            0.004192,            0.004192
                 178,            0.032215,             0.02523,           0.0086257,             0.92689,             0.82491,               0.929,             0.60542,            0.034028,            0.015235,           0.0070064,            0.004159,            0.004159,            0.004159
                 179,            0.031104,            0.031006,           0.0024927,             0.95501,             0.83333,               0.929,             0.51789,            0.042777,            0.015069,           0.0066428,            0.004126,            0.004126,            0.004126
                 180,            0.035676,            0.024497,           0.0036297,             0.95501,             0.83333,               0.929,             0.51789,            0.042777,            0.015069,           0.0066428,            0.004093,            0.004093,            0.004093
                 181,            0.030917,            0.018476,            0.004871,             0.95595,             0.83208,               0.929,              0.5954,             0.03597,            0.015771,           0.0066514,             0.00406,             0.00406,             0.00406
                 182,            0.032603,            0.024312,           0.0038772,             0.95595,             0.83208,               0.929,              0.5954,             0.03597,            0.015771,           0.0066514,            0.004027,            0.004027,            0.004027
                 183,            0.030927,            0.024675,           0.0030421,             0.95564,             0.83209,              0.9125,             0.50667,            0.038794,            0.015148,            0.007063,            0.003994,            0.003994,            0.003994
                 184,            0.029431,            0.024025,           0.0039051,             0.95564,             0.83209,              0.9125,             0.50667,            0.038794,            0.015148,            0.007063,            0.003961,            0.003961,            0.003961
                 185,            0.026888,             0.02056,           0.0091216,             0.91998,             0.82343,               0.929,             0.59819,            0.034235,            0.015141,           0.0080414,            0.003928,            0.003928,            0.003928
                 186,            0.029095,            0.025646,           0.0088962,             0.91998,             0.82343,               0.929,             0.59819,            0.034235,            0.015141,           0.0080414,            0.003895,            0.003895,            0.003895
                 187,            0.028676,            0.021157,           0.0026832,             0.93567,              0.8292,              0.9125,             0.40752,            0.043265,            0.014481,           0.0080832,            0.003862,            0.003862,            0.003862
                 188,            0.033353,            0.019666,           0.0022021,             0.93567,              0.8292,              0.9125,             0.40752,            0.043265,            0.014481,           0.0080832,            0.003829,            0.003829,            0.003829
                 189,            0.034541,            0.020018,            0.017751,             0.92739,             0.82227,               0.929,             0.58711,            0.033385,            0.015335,           0.0086451,            0.003796,            0.003796,            0.003796
                 190,            0.036297,            0.023843,           0.0049255,             0.92739,             0.82227,               0.929,             0.58711,            0.033385,            0.015335,           0.0086451,            0.003763,            0.003763,            0.003763
                 191,            0.033002,            0.026122,            0.016465,             0.90647,              0.8236,             0.89187,             0.57081,            0.038344,            0.015101,           0.0096427,             0.00373,             0.00373,             0.00373
                 192,            0.026884,               0.018,           0.0019877,             0.90647,              0.8236,             0.89187,             0.57081,            0.038344,            0.015101,           0.0096427,            0.003697,            0.003697,            0.003697
                 193,            0.023802,            0.018645,           0.0017195,               0.883,             0.83333,              0.8795,             0.49547,            0.036449,            0.015875,            0.010226,            0.003664,            0.003664,            0.003664
                 194,            0.025703,            0.022435,           0.0065504,               0.883,             0.83333,              0.8795,             0.49547,            0.036449,            0.015875,            0.010226,            0.003631,            0.003631,            0.003631
                 195,            0.025747,            0.019701,           0.0023952,             0.80145,             0.83333,              0.8795,             0.54798,            0.040393,            0.015471,            0.010925,            0.003598,            0.003598,            0.003598
                 196,            0.030504,            0.021964,           0.0087801,             0.80145,             0.83333,              0.8795,             0.54798,            0.040393,            0.015471,            0.010925,            0.003565,            0.003565,            0.003565
                 197,            0.032711,            0.029329,           0.0043751,             0.76699,             0.83333,               0.885,              0.5488,            0.035236,            0.016317,            0.011763,            0.003532,            0.003532,            0.003532
                 198,             0.02815,            0.020193,           0.0043924,             0.76699,             0.83333,               0.885,              0.5488,            0.035236,            0.016317,            0.011763,            0.003499,            0.003499,            0.003499
                 199,            0.028978,            0.015201,           0.0023157,             0.75302,             0.83333,             0.83707,             0.48731,            0.046096,            0.015222,            0.012456,            0.003466,            0.003466,            0.003466
                 200,            0.028459,            0.020957,           0.0039819,             0.75302,             0.83333,             0.83707,             0.48731,            0.046096,            0.015222,            0.012456,            0.003433,            0.003433,            0.003433
                 201,            0.029685,            0.017717,           0.0030549,             0.72771,             0.83333,             0.83773,             0.49003,            0.045016,            0.015213,            0.013238,              0.0034,              0.0034,              0.0034
                 202,            0.028937,            0.020092,           0.0018208,             0.72771,             0.83333,             0.83773,             0.49003,            0.045016,            0.015213,            0.013238,            0.003367,            0.003367,            0.003367
                 203,            0.027757,            0.020558,            0.006366,             0.71128,             0.83333,             0.84597,             0.53791,            0.038918,            0.016006,            0.013667,            0.003334,            0.003334,            0.003334
                 204,            0.031239,            0.018704,           0.0034268,             0.71128,             0.83333,             0.84597,             0.53791,            0.038918,            0.016006,            0.013667,            0.003301,            0.003301,            0.003301
                 205,            0.028074,             0.01995,            0.015044,             0.62911,             0.66667,              0.6852,             0.50472,            0.044792,            0.015436,            0.010779,            0.003268,            0.003268,            0.003268
                 206,            0.031034,            0.024491,           0.0019091,             0.62911,             0.66667,              0.6852,             0.50472,            0.044792,            0.015436,            0.010779,            0.003235,            0.003235,            0.003235
                 207,            0.029136,            0.023872,            0.014075,             0.85585,             0.81027,             0.84053,              0.5183,            0.042072,             0.01545,           0.0096695,            0.003202,            0.003202,            0.003202
                 208,            0.025022,             0.02361,           0.0051609,             0.85585,             0.81027,             0.84053,              0.5183,            0.042072,             0.01545,           0.0096695,            0.003169,            0.003169,            0.003169
                 209,            0.028178,            0.017901,           0.0049495,              0.8869,             0.82846,             0.83088,             0.47044,            0.046652,            0.014954,           0.0094924,            0.003136,            0.003136,            0.003136
                 210,            0.027801,            0.022565,            0.002133,              0.8869,             0.82846,             0.83088,             0.47044,            0.046652,            0.014954,           0.0094924,            0.003103,            0.003103,            0.003103
                 211,            0.028652,            0.017035,           0.0018963,             0.88139,             0.82258,             0.83092,             0.51904,            0.042919,            0.014985,            0.010095,             0.00307,             0.00307,             0.00307
                 212,            0.027927,              0.0245,           0.0024832,             0.88139,             0.82258,             0.83092,             0.51904,            0.042919,            0.014985,            0.010095,            0.003037,            0.003037,            0.003037
                 213,            0.029948,            0.019799,           0.0026285,              0.9261,             0.82342,             0.83112,             0.47037,            0.041459,            0.015087,           0.0091142,            0.003004,            0.003004,            0.003004
                 214,            0.031149,            0.018592,           0.0048238,              0.9261,             0.82342,             0.83112,             0.47037,            0.041459,            0.015087,           0.0091142,            0.002971,            0.002971,            0.002971
                 215,            0.026246,            0.027129,           0.0042121,              0.9636,             0.83333,             0.83117,             0.50253,            0.042936,            0.015094,           0.0083047,            0.002938,            0.002938,            0.002938
                 216,            0.027734,             0.02216,            0.001915,              0.9636,             0.83333,             0.83117,             0.50253,            0.042936,            0.015094,           0.0083047,            0.002905,            0.002905,            0.002905
                 217,            0.027819,            0.022614,           0.0024794,             0.96969,             0.83333,             0.83128,             0.47241,            0.043037,            0.015225,           0.0084865,            0.002872,            0.002872,            0.002872
                 218,            0.025325,            0.025698,           0.0026114,             0.96969,             0.83333,             0.83128,             0.47241,            0.043037,            0.015225,           0.0084865,            0.002839,            0.002839,            0.002839
                 219,            0.032386,            0.020386,           0.0029505,              0.9784,             0.83333,             0.83127,             0.45555,            0.043046,            0.015501,           0.0085517,            0.002806,            0.002806,            0.002806
                 220,            0.037289,            0.018637,           0.0021896,              0.9784,             0.83333,             0.83127,             0.45555,            0.043046,            0.015501,           0.0085517,            0.002773,            0.002773,            0.002773
                 221,             0.02354,            0.018668,           0.0022465,             0.98058,             0.83333,             0.83119,             0.49421,            0.043112,            0.015753,           0.0082884,             0.00274,             0.00274,             0.00274
                 222,            0.029382,            0.023313,             0.00364,             0.98058,             0.83333,             0.83119,             0.49421,            0.043112,            0.015753,           0.0082884,            0.002707,            0.002707,            0.002707
                 223,            0.028958,            0.025032,           0.0042979,             0.97265,             0.82654,             0.83678,             0.47512,            0.041592,            0.016324,           0.0083234,            0.002674,            0.002674,            0.002674
                 224,            0.025425,            0.017955,           0.0017617,             0.97265,             0.82654,             0.83678,             0.47512,            0.041592,            0.016324,           0.0083234,            0.002641,            0.002641,            0.002641
                 225,             0.02652,            0.018202,           0.0027293,             0.84273,             0.66667,              0.6769,             0.42381,            0.044583,            0.016253,           0.0089285,            0.002608,            0.002608,            0.002608
                 226,            0.029015,            0.019853,            0.001472,             0.84273,             0.66667,              0.6769,             0.42381,            0.044583,            0.016253,           0.0089285,            0.002575,            0.002575,            0.002575
                 227,            0.029676,            0.016797,            0.001708,             0.94151,             0.81993,             0.84375,              0.4716,            0.040357,             0.01711,           0.0090044,            0.002542,            0.002542,            0.002542
                 228,            0.027547,            0.021758,           0.0028411,             0.94151,             0.81993,             0.84375,              0.4716,            0.040357,             0.01711,           0.0090044,            0.002509,            0.002509,            0.002509
                 229,             0.02941,            0.020251,           0.0030992,             0.91748,             0.81791,             0.84597,             0.49755,             0.04084,            0.016884,           0.0098978,            0.002476,            0.002476,            0.002476
                 230,            0.024263,            0.018584,           0.0021828,             0.91748,             0.81791,             0.84597,             0.49755,             0.04084,            0.016884,           0.0098978,            0.002443,            0.002443,            0.002443
                 231,            0.023741,            0.021551,           0.0094198,             0.89297,             0.80797,             0.84375,             0.45643,            0.039733,             0.01713,             0.01093,             0.00241,             0.00241,             0.00241
                 232,            0.020876,            0.022612,           0.0024115,             0.89297,             0.80797,             0.84375,             0.45643,            0.039733,             0.01713,             0.01093,            0.002377,            0.002377,            0.002377
                 233,            0.027037,            0.021277,           0.0018014,             0.91174,             0.77341,             0.84269,             0.44066,            0.041225,            0.016838,             0.01203,            0.002344,            0.002344,            0.002344
                 234,            0.026346,             0.02212,           0.0057277,             0.91174,             0.77341,             0.84269,             0.44066,            0.041225,            0.016838,             0.01203,            0.002311,            0.002311,            0.002311
                 235,            0.023176,            0.020828,           0.0017203,             0.91672,             0.76236,             0.84125,             0.45571,            0.040912,            0.016959,            0.012401,            0.002278,            0.002278,            0.002278
                 236,            0.020475,            0.022393,           0.0035334,             0.91672,             0.76236,             0.84125,             0.45571,            0.040912,            0.016959,            0.012401,            0.002245,            0.002245,            0.002245
                 237,            0.020929,            0.023323,           0.0020291,             0.92514,             0.75695,             0.83811,             0.47036,             0.04044,            0.016778,            0.012487,            0.002212,            0.002212,            0.002212
                 238,            0.022175,            0.019766,           0.0025709,             0.92514,             0.75695,             0.83811,             0.47036,             0.04044,            0.016778,            0.012487,            0.002179,            0.002179,            0.002179
                 239,             0.02734,            0.020077,           0.0018696,             0.91021,             0.76842,             0.83934,             0.42289,            0.042066,            0.016637,            0.012285,            0.002146,            0.002146,            0.002146
                 240,            0.031259,            0.021415,           0.0037974,             0.91021,             0.76842,             0.83934,             0.42289,            0.042066,            0.016637,            0.012285,            0.002113,            0.002113,            0.002113
                 241,            0.027136,            0.029989,           0.0032132,             0.91588,             0.66667,             0.69571,             0.46075,            0.042624,            0.016241,            0.012674,             0.00208,             0.00208,             0.00208
                 242,            0.026675,            0.015433,           0.0068864,             0.91588,             0.66667,             0.69571,             0.46075,            0.042624,            0.016241,            0.012674,            0.002047,            0.002047,            0.002047
                 243,            0.024985,            0.018829,           0.0019866,             0.91585,             0.75933,             0.83145,             0.47503,            0.044716,            0.016126,            0.013095,            0.002014,            0.002014,            0.002014
                 244,            0.024148,             0.01777,            0.001936,             0.91585,             0.75933,             0.83145,             0.47503,            0.044716,            0.016126,            0.013095,            0.001981,            0.001981,            0.001981
                 245,            0.023071,            0.014058,             0.02549,             0.90373,             0.80195,             0.85062,             0.47703,             0.04288,            0.016171,            0.011183,            0.001948,            0.001948,            0.001948
                 246,            0.032771,            0.024532,           0.0028838,             0.90373,             0.80195,             0.85062,             0.47703,             0.04288,            0.016171,            0.011183,            0.001915,            0.001915,            0.001915
                 247,            0.021691,            0.018056,            0.001305,             0.93363,             0.81886,             0.83136,             0.45841,            0.046106,            0.015599,            0.010237,            0.001882,            0.001882,            0.001882
                 248,            0.026428,            0.021126,           0.0094649,             0.93363,             0.81886,             0.83136,             0.45841,            0.046106,            0.015599,            0.010237,            0.001849,            0.001849,            0.001849
                 249,            0.021387,            0.014702,           0.0081785,             0.97192,             0.82008,             0.86094,             0.50631,            0.042109,            0.015791,           0.0095422,            0.001816,            0.001816,            0.001816
                 250,            0.025499,            0.017087,           0.0031047,             0.97192,             0.82008,             0.86094,             0.50631,            0.042109,            0.015791,           0.0095422,            0.001783,            0.001783,            0.001783
                 251,            0.022784,            0.015314,           0.0013678,             0.98346,             0.82372,             0.86536,             0.48172,            0.042108,            0.015789,           0.0094419,             0.00175,             0.00175,             0.00175
                 252,            0.031518,            0.021889,           0.0014835,             0.98346,             0.82372,             0.86536,             0.48172,            0.042108,            0.015789,           0.0094419,            0.001717,            0.001717,            0.001717
                 253,            0.023227,            0.017749,           0.0028732,             0.99106,             0.83333,             0.85912,             0.48022,            0.042848,            0.015822,           0.0098635,            0.001684,            0.001684,            0.001684
                 254,            0.024104,            0.013756,           0.0012577,             0.99106,             0.83333,             0.85912,             0.48022,            0.042848,            0.015822,           0.0098635,            0.001651,            0.001651,            0.001651
                 255,            0.021843,            0.020707,           0.0015395,             0.95469,             0.77406,              0.8575,             0.51494,            0.041515,            0.016117,            0.010292,            0.001618,            0.001618,            0.001618
                 256,            0.025335,            0.017056,           0.0015664,             0.95469,             0.77406,              0.8575,             0.51494,            0.041515,            0.016117,            0.010292,            0.001585,            0.001585,            0.001585
                 257,            0.023745,            0.019548,           0.0039679,             0.96534,             0.74556,             0.85357,             0.50959,            0.041618,             0.01609,             0.01087,            0.001552,            0.001552,            0.001552
                 258,            0.021487,            0.021938,           0.0012298,             0.96534,             0.74556,             0.85357,             0.50959,            0.041618,             0.01609,             0.01087,            0.001519,            0.001519,            0.001519
                 259,            0.019628,            0.019027,           0.0013188,             0.98041,             0.73244,             0.86808,             0.53404,            0.040176,            0.016397,            0.010993,            0.001486,            0.001486,            0.001486
                 260,             0.02214,            0.017027,           0.0013098,             0.98041,             0.73244,             0.86808,             0.53404,            0.040176,            0.016397,            0.010993,            0.001453,            0.001453,            0.001453
                 261,            0.020149,            0.022412,           0.0016267,                   1,             0.72068,             0.86808,             0.50436,            0.041659,            0.016314,            0.011402,             0.00142,             0.00142,             0.00142
                 262,            0.022142,            0.022086,           0.0012983,                   1,             0.72068,             0.86808,             0.50436,            0.041659,            0.016314,            0.011402,            0.001387,            0.001387,            0.001387
                 263,            0.020704,            0.018234,           0.0019493,                   1,             0.73913,               0.875,             0.48751,            0.042077,             0.01626,            0.011098,            0.001354,            0.001354,            0.001354
                 264,            0.022785,            0.012547,           0.0013132,                   1,             0.73913,               0.875,             0.48751,            0.042077,             0.01626,            0.011098,            0.001321,            0.001321,            0.001321
                 265,            0.016709,              0.0161,           0.0014184,                   1,             0.75455,              0.8795,             0.49005,            0.040711,            0.016883,            0.011048,            0.001288,            0.001288,            0.001288
                 266,            0.021532,            0.019213,           0.0014388,                   1,             0.75455,              0.8795,             0.49005,            0.040711,            0.016883,            0.011048,            0.001255,            0.001255,            0.001255
                 267,            0.024096,            0.018957,           0.0021997,                   1,             0.79184,               0.875,             0.47084,             0.04033,            0.017068,            0.010636,            0.001222,            0.001222,            0.001222
                 268,            0.026775,            0.026889,           0.0022231,                   1,             0.79184,               0.875,             0.47084,             0.04033,            0.017068,            0.010636,            0.001189,            0.001189,            0.001189
                 269,            0.022932,            0.018086,           0.0019884,             0.99569,             0.82832,             0.86536,             0.46805,            0.040771,            0.017395,            0.010415,            0.001156,            0.001156,            0.001156
                 270,            0.024602,            0.020653,           0.0024621,             0.99569,             0.82832,             0.86536,             0.46805,            0.040771,            0.017395,            0.010415,            0.001123,            0.001123,            0.001123
                 271,            0.018866,            0.013452,           0.0010317,             0.98901,             0.82524,             0.85912,             0.48455,            0.040459,            0.017539,            0.010547,             0.00109,             0.00109,             0.00109
                 272,            0.024369,            0.021318,           0.0028858,             0.98901,             0.82524,             0.85912,             0.48455,            0.040459,            0.017539,            0.010547,            0.001057,            0.001057,            0.001057
                 273,            0.019604,              0.0183,           0.0029882,              0.9828,             0.82128,              0.8525,             0.47965,              0.0414,            0.017215,            0.010546,            0.001024,            0.001024,            0.001024
                 274,            0.027013,             0.02727,           0.0017497,              0.9828,             0.82128,              0.8525,             0.47965,              0.0414,            0.017215,            0.010546,            0.000991,            0.000991,            0.000991
                 275,            0.021111,            0.017251,           0.0016793,             0.79576,              0.6635,              0.7382,             0.47108,            0.041217,            0.017046,             0.01083,            0.000958,            0.000958,            0.000958
                 276,            0.024396,             0.02082,           0.0028376,             0.79576,              0.6635,              0.7382,             0.47108,            0.041217,            0.017046,             0.01083,            0.000925,            0.000925,            0.000925
                 277,            0.021738,            0.020046,           0.0018326,             0.80609,             0.66667,             0.72864,              0.4858,            0.041077,            0.017216,            0.010885,            0.000892,            0.000892,            0.000892
                 278,            0.022445,            0.022251,           0.0014622,             0.80609,             0.66667,             0.72864,              0.4858,            0.041077,            0.017216,            0.010885,            0.000859,            0.000859,            0.000859
